|hashtag|dayOfTweet|usersPerHashtag|spamEvent|std|approxLocation|compound|area
1078|#nice|2016-09-13|2|False|22.612477095|('47.377', '8.537')|0.5773|ZH
1079|#orlando|2016-09-13|2|False|22.612477095|('47.377', '8.537')|0.5773|ZH
1080|#bachelor|2016-01-27|2|False|21.8661179388|('47.377', '8.537')|0|ZH
1081|#paragliding|2016-07-20|2|False|21.2797259074|('46.045', '9.360')|0|Lombardia
1082|#rn8|2016-07-25|2|False|21.0339698621|('47.436', '10.464')|0|Bayern
1083|#artvin|2016-02-20|2|False|20.7899322408|('47.395', '8.692')|-0.8687|ZH
1084|#virusrai2|2016-03-03|2|False|20.6510990426|('45.818', '9.735')|0.4019|Lombardia
1085|#valtellina|2016-01-01|2|False|19.5341793359|('46.136', '10.229')|0|Lombardia
1086|#bienvenuecheznous|2016-02-16|2|False|19.1231529004|('45.878', '6.516')|0.148|Auvergne-Rhône-Alpes
1087|#bienvenuecheznous|2016-02-17|2|False|18.7233143434|('47.722', '7.283')|0|Grand Est
1088|#mhchat|2016-05-11|2|False|18.1327212162|('47.221', '7.881')|0|LU
1089|#rn8|2016-07-18|2|False|17.9677977829|('47.436', '10.464')|0.6369|Bayern
1090|#tinipreguntas|2016-03-09|2|False|17.9113884691|('46.188', '6.214')|0|Auvergne-Rhône-Alpes
1091|#ibes|2016-01-18|2|False|16.3133542844|('47.656', '8.228')|0|Baden-Württemberg
1092|#fdpdunet|2016-06-25|2|False|16.1503331095|('46.205', '6.143')|0|GE
1093|#kpmadlove|2016-07-19|2|False|15.6293771156|('47.722', '7.283')|0|Grand Est
1094|#bienvenuealhotel|2016-04-29|2|False|15.5919361281|('45.878', '6.516')|0.6124|Auvergne-Rhône-Alpes
1095|#jeuenunephrase|2016-07-26|2|False|14.4427922233|('46.176', '6.217')|-0.0572|Auvergne-Rhône-Alpes
1096|#srfarena|2016-02-26|2|False|13.433052382|('47.218', '8.357')|0.5106|AG
1097|#tagadà|2016-02-22|2|False|13.1686375861|('47.041', '8.317')|0|LU
1098|#f1|2016-04-01|2|False|12.9723352362|('45.831', '8.807')|0.2732|Lombardia
1099|#makesashaaproinseason22|2016-01-03|2|False|12.3143899934|('46.205', '6.143')|0.159225|GE
1100|#bra|2016-08-13|2|False|11.1320403441|('45.843', '6.743')|0|Auvergne-Rhône-Alpes
1101|#6yearssinceniallsaudition|2016-04-15|2|False|9.8154160433|('47.491', '6.742')|0.8529|Bourgogne Franche-Comté
1102|#socialmediapeoplethesedays|2016-02-27|2|False|8.6720766212|('46.205', '6.143')|0|GE
1103|#lagabbiaopen|2016-07-20|2|False|6.4332949529|('45.827', '8.892')|0|Lombardia
1104|#schawinski|2016-01-11|2|False|4.3204857623|('47.379', '8.084')|0.4588|AG
1105|#selfieformadison|2016-07-17|2|False|4.0630752204|('46.246', '6.892')|0.3612|VS
